gene_id	gene_name
gene33831	LOC105369819
gene33832	LINC02384
gene33833	PSMC6P2
gene33834	LOC107984479
gene33835	RPSAP12
gene33837	RPL10P12
gene33838	SNORA70G
gene33839	ATP5PDP4
gene33836	RAP1B
gene33840	LOC100507250
gene33843	KRT8P39
gene33842	NUP107
gene33844	SLC35E3
gene33846	LOC105369820
gene33847	LOC100130075
gene33848	MDM2
gene33851	PRELID2P1
gene33849	CPM
gene33852	LOC107984471
MIR1279	MIR1279
gene33854	MIR1279
gene33853	CPSF6
gene33855	C1GALT1P1
gene33856	LYZ
gene33857	YEATS4
gene33860	LINC02373
gene33862	SNORA113
gene33861	FRS2
gene33863	MIR3913-1
MIR3913-2	MIR3913-2
MIR3913-1	MIR3913-1
gene33864	MIR3913-2
gene33865	CCT2
gene33866	LRRC10
gene33867	LOC105369823
gene33868	BEST3
gene33869	RAB3IP
gene33870	MYRFL
gene33871	LOC100125409
gene33872	LOC105369826
gene33873	LINC01481
gene33874	CNOT2
gene33875	KCNMB4
gene33877	LOC105369827
gene33879	LOC105369828
gene33878	PTPRB
gene33881	FAHD2P1
gene33880	PTPRR
gene33882	TSPAN8
gene33883	LOC105369831
gene33884	LOC105369832
gene33886	LOC105369833
gene33885	LGR5
gene33888	LOC107984529
gene33887	ZFC3H1
gene33889	THAP2
gene33890	TMEM19
gene33891	LOC107984530
gene33892	RAB21
gene33894	MRS2P2
gene33893	TBC1D15
gene33895	TPH2
gene33897	TRHDE-AS1
gene33896	TRHDE
gene33899	LOC105369838
gene33900	LINC02444
gene33901	LOC105369839
gene33902	RPL31P48
gene33904	LINC02445
gene33905	LINC02394
gene33907	LOC100128674
gene33906	LOC100507377
gene33909	LOC107987178
gene33910	ATXN7L3B
gene33911	LOC101929967
gene33912	LOC387869
gene33913	LOC100128673
gene33914	LOC105369842
gene33915	LOC105369843
gene33916	KCNC2
gene33917	LOC100130268
gene33919	LOC107983975
gene33921	LOC100419702
gene33922	GLIPR1L1
gene33920	CAPS2
gene33923	GLIPR1L2
gene33924	GLIPR1
gene33925	KRR1
gene33927	PGDP2
gene33928	LOC107984533
gene33929	RPL10P13
gene33930	LOC105369846
gene33932	LOC100289143
gene33926	LOC105369844
gene33933	LOC105369847
gene33934	PHLDA1
gene33936	LOC100652897
gene33935	NAP1L1
gene33937	LOC641695
gene33939	LINC02407
gene33941	BBS10
gene33942	OSBPL8
gene33944	RPL7AP9
gene33943	LOC105369850
gene33947	RPL21P98
gene33946	LOC105369851
gene33948	RPL7P43
gene33949	RWDD1P3
gene33950	ZDHHC17
gene33951	CSRP2
gene33953	E2F7
gene33954	LOC105369853
gene33955	LINC02464
gene33956	LOC105369855
gene33957	LOC105369856
gene33958	NAV3
gene33961	LOC105369859
gene33960	LINC02424
gene33965	LOC105369863
gene33966	LOC100420794
gene33967	MIR1252
MIR1252	MIR1252
gene33964	SYT1
gene33969	PAWR
gene33970	LOC105369864
gene33971	PPP1R12A
gene33973	PPP1R12A-AS1
gene33976	RPL7P38
gene33977	RNU7-106P
gene33978	RPL26P32
gene33979	OTOGL
gene33981	PTPRQ
gene33982	LOC105369867
gene33984	MYF6
gene33985	MYF5
gene33986	LINC01490
MIR617	MIR617
gene33988	MIR617
MIR618	MIR618
gene33991	MIR618
gene33987	LIN7A
gene33990	LOC105369869
gene33993	LOC107984535
gene33994	MIR4699
MIR4699	MIR4699
gene33992	ACSS3
gene33996	PPFIA2-AS1
gene33997	LOC105369872
gene33995	PPFIA2
gene33999	LINC02426
gene34000	LOC105369873
gene34001	CCDC59
gene34002	METTL25
gene34004	LOC107987180
gene34006	LOC107984487
gene34007	TMTC2
gene34009	RPL6P25
gene34010	LOC105369874
gene34011	LOC107984536
gene34013	LOC105369875
gene34014	SLC6A15
gene34015	LOC102724680
gene34016	TSPAN19
gene34017	LRRIQ1
gene34018	ALX1
gene34020	LOC107984537
gene34021	LOC101059974
gene34019	LOC105369876
gene34023	RASSF9
gene34024	NTS
gene34026	LOC105369877
gene34025	MGAT4C
gene34027	LOC105369878
gene34029	LOC105369879
gene34030	LOC107984478
gene34031	LOC105369880
gene34032	LOC105369881
gene34035	MKRN9P
gene34034	LINC02258
gene34036	GADD45AP1
gene34038	C12orf50
gene34039	LOC107984542
gene34040	C12orf29
gene34041	CEP290
gene34044	TMTC3
gene34045	LOC101929554
gene34046	KITLG
gene34047	RNU1-117P
gene34048	LOC105369885
gene34049	LOC105369886
gene34050	LOC105369887
gene34051	LINC02458
gene34053	LOC105378255
gene34056	DUSP6
gene34058	CENPCP1
gene34060	GALNT4
gene34059	POC1B-GALNT4
gene34057	POC1B
gene34061	POC1B-AS1
gene34062	ATP2B1
gene34063	ATP2B1-AS1
gene34066	MRPL2P1
gene34064	LOC107984543
gene34068	BRWD1P2
gene34070	LINC02399
gene34069	LOC105369890
gene34071	LOC105369892
gene34072	LINC02392
gene34073	LOC102724834
gene34074	LOC105369895
gene34075	LINC00615
gene34076	CCER1
gene34077	EPYC
gene34078	KERA
gene34079	LUM
gene34080	DCN
gene34082	LOC107984544
gene34081	LOC105369898
gene34083	LOC105369897
gene34084	LOC105369896
gene34085	LINC02404
gene34086	LOC105369901
gene34087	LINC01619
gene34088	BTG1
gene34090	LOC107984023
gene34091	RPL21P106
gene34089	LOC101928617
gene34093	LOC105369903
gene34092	LINC02391
gene34094	LOC105369902
gene34095	LOC107984467
gene34097	CLLU1
gene34096	CLLU1OS
gene34098	LINC02397
gene34099	LOC105369904
gene34101	LOC105369905
gene34102	C12orf74
gene34103	PLEKHG7
gene34106	HNRNPA1P50
gene34107	RNU6-1329P
gene34104	EEA1
gene34108	LINC02413
gene34110	LOC100127919
gene34111	RPL41P5
gene34112	LOC105369907
gene34113	LOC105369908
gene34114	NACAP3
gene34115	LINC02412
gene34116	LOC105369909
gene34109	LOC643339
gene34117	NUDT4
gene34119	LOC112267866
gene34118	UBE2N
gene34120	MRPL42
gene34122	SOCS2-AS1
gene34123	SOCS2
gene34124	LOC642969
gene34126	LOC101928731
gene34127	RN7SL630P
gene34125	CRADD
gene34128	LOC105369911
gene34129	LOC105369912
gene34131	LOC105369913
gene34132	LOC441644
gene34133	PLXNC1
gene34136	RBMS2P1
gene34134	CEP83
gene34137	CEP83-AS1
gene34140	LOC400061
gene34138	LOC102724960
gene34141	SUCLG2P2
MIR5700	MIR5700
gene34142	MIR5700
MIR7844	MIR7844
gene34144	MIR7844
gene34145	LSM3P2
gene34143	TMCC3
gene34146	LOC105369914
MIR492	MIR492
gene34147	MIR492
gene34148	KRT19P2
gene34149	LOC105369915
gene34150	NDUFA12
gene34151	NR2C1
gene34153	LOC112268099
gene34155	RPL14P4
gene34152	FGD6
gene34157	CBX3P5
gene34156	VEZT
gene34159	MIR331
MIR331	MIR331
MIR3685	MIR3685
gene34160	MIR3685
gene34161	LOC105369917
gene34162	LOC107984545
gene34164	RPL29P26
gene34165	METAP2
gene34166	USP44
gene34167	PGAM1P5
gene34169	LOC105369919
gene34168	NTN4
gene34172	LINC02410
gene34171	LOC105369921
gene34173	SNRPF
gene34174	CCDC38
gene34175	AMDHD1
gene34176	HAL
gene34177	LOC102723340
gene34179	TRD-GTC2-8
gene34178	LTA4H
gene34180	YPEL5P3
gene34182	RN7SL88P
gene34181	LOC105369923
gene34183	LINC02452
gene34184	LOC105369925
gene34186	LOC107984546
gene34185	ELK3
gene34187	CDK17
gene34190	CFAP54
gene34192	NEDD1
gene34194	LOC107984547
gene34195	LOC105369928
gene34196	LOC105369927
gene34197	LOC101928912
gene34198	LOC105369930
gene34199	LINC02409
gene34201	MIR1251
MIR1251	MIR1251
MIR135A2	MIR135A2
gene34202	MIR135A2
gene34200	RMST
gene34204	RNU6-36P
gene34203	LOC643711
MIR4495	MIR4495
gene34205	MIR4495
MIR4303	MIR4303
gene34206	MIR4303
gene34207	LOC105369932
gene34208	LOC100131529
gene34209	LOC105369933
gene34211	SLC9A7P1
gene34213	TRD-GTC1-1
gene34212	LINC02453
gene34214	TRW-CCA4-1
gene34215	TMPO-AS1
gene34216	TMPO
gene34217	PPIAP8
gene34219	SNORA53
gene34218	SLC25A3
gene34220	IKBIP
gene34221	APAF1
gene34223	LOC101928959
gene34225	LOC101928937
gene34226	FAM71C
gene34222	ANKS1B
gene34227	RPS4XP1
gene34228	UHRF1BP1L
gene34229	DNM1P19
gene34230	GOLGA2P5
MIR1827	MIR1827
gene34232	MIR1827
gene34233	ACTR6
gene34234	DEPDC4
gene34235	SCYL2
gene34236	SLC17A8
gene34237	NR1H4
gene34239	PIGAP1
gene34238	GAS2L3
gene34241	SNX5P2
gene34240	ANO4
gene34242	SLC5A8
gene34244	RPS6P19
gene34245	UTP20
gene34246	ARL1
gene34248	RPS27P23
gene34251	SPIC
gene34252	LOC105369935
gene34254	LOC105369938
gene34255	LOC105369937
gene34253	MYBPC1
gene34258	SYCP3
gene34256	CHPT1
gene34261	ST13P22
gene34259	GNPTAB
gene34266	HSPE1P4
gene34267	DRAM1
gene34269	LOC107984548
gene34271	WASHC3
gene34272	NUP37
gene34273	PARPBP
gene34274	PMCH
gene34277	LINC02456
gene34278	IGF1
gene34279	LOC105369944
gene34280	LINC00485
gene34282	LOC112267865
gene34281	PAH
gene34283	ASCL1
gene34285	LOC101929058
gene34286	LOC105369945
gene34284	C12orf42
gene34288	LINC02401
gene34290	LOC105369946
gene34289	STAB2
gene34291	NT5DC3
gene34292	LOC107984433
gene34294	LOC107984130
gene34293	TTC41P
MIR3652	MIR3652
gene34296	MIR3652
gene34295	HSP90B1
gene34297	C12orf73
gene34298	TDG
gene34300	LOC643576
gene34299	GLT8D2
gene34301	HCFC2
gene34303	RNA5SP370
gene34302	NFYB
gene34304	LOC105369947
gene34305	LINC02385
gene34307	RPL18AP3
gene34308	EID3
gene34306	TXNRD1
gene34309	LOC105369949
gene34311	LOC107984434
gene34312	MIR3922
MIR3922	MIR3922
gene34313	LOC112268100
gene34310	CHST11
gene34315	LOC105369950
gene34314	SLC41A2
gene34316	KRT18P20
gene34317	LOC105369952
gene34318	C12orf45
gene34319	ALDH1L2
gene34320	LOC414300
gene34321	WASHC4
gene34323	LOC105369953
gene34322	APPL2
gene34324	KCCAT198
gene34325	C12orf75
gene34326	LOC105369957
gene34328	LOC105369955
gene34327	LOC105369956
gene34329	LOC105369958
gene34331	LOC105369959
gene34330	CASC18
gene34332	LOC107984435
gene34333	LOC105369960
gene34334	ST13P3
gene34335	NUAK1
gene34336	LOC341378
gene34337	CKAP4
gene34339	TCP11L2
gene34340	POLR3B
gene34343	LOC100505978
gene34342	RFX4
gene34341	LOC100287944
gene34345	LOC105369961
gene34344	RIC8B
gene34348	TMEM263
gene34349	MTERF2
gene34350	CRY1
gene34351	SETP7
gene34352	BTBD11
gene34354	PWP1
gene34355	RPL17P38
gene34357	LOC101929162
gene34356	PRDM4
gene34358	ASCL4
gene34359	LOC105369963
gene34360	LOC390358
gene34362	LOC728739
gene34363	LOC105369964
gene34365	LOC105369965
gene34364	WSCD2
gene34367	CMKLR1
gene34368	LINC01498
gene34369	FICD
gene34370	SART3
gene34371	ISCU
gene34372	TMEM119
gene34373	SELPLG
MIR4496	MIR4496
gene34375	MIR4496
gene34374	LOC105369968
gene34378	LOC105369969
gene34376	CORO1C
gene34380	LOC101929204
gene34381	MIR619
MIR619	MIR619
gene34379	SSH1
gene34382	DAO
gene34385	LOC105378256
gene34383	SVOP
gene34387	USP30-AS1
gene34386	USP30
gene34389	ALKBH2
gene34390	UNG
gene34392	LOC105369974
gene34391	ACACB
gene34393	FOXN4
gene34394	LINC01486
gene34395	MYO1H
gene34396	KCTD10
gene34397	UBE3B
gene34398	MMAB
gene34400	MVK
gene34402	FAM222A
gene34403	FAM222A-AS1
MIR4497	MIR4497
gene34405	MIR4497
gene34404	TRPV4
gene34406	LOC105369975
gene34407	GLTP
gene34409	TCHP
gene34410	GIT2
gene34411	ANKRD13A
gene34412	C12orf76
gene34413	LOC105369976
gene34414	IFT81
gene34415	ATP2A2
gene34416	RN7SL769P
gene34417	ANAPC7
gene34418	HMGA1P3
gene34419	ARPC3
gene34421	RPL31P49
gene34420	GPN3
gene34422	FAM216A
gene34423	VPS29
gene34424	RAD9B
gene34425	PPTC7
gene34426	TCTN1
gene34428	HVCN1
gene34429	PPP1CC
gene34431	CCDC63
gene34432	MYL2
gene34433	LINC01405
gene34434	LOC105369980
gene34435	LOC105369981
gene34438	MIR6760
MIR6760	MIR6760
gene34437	LOC105369983
gene34436	CUX2
gene34440	PHETA1
gene34441	HSPA8P14
gene34442	LINC02356
gene34443	SH2B3
gene34445	LOC100101246
gene34444	ATXN2
gene34446	ATXN2-AS
gene34448	PCNPP1
gene34447	BRAP
gene34449	ACAD10
gene34451	MIR6761
MIR6761	MIR6761
gene34450	ALDH2
gene34452	MAPKAPK5-AS1
gene34456	ADAM1A
gene34453	MAPKAPK5
gene34458	SLC25A3P2
gene34459	LOC724085
gene34455	TMEM116
gene34460	ERP29
MIR3657	MIR3657
gene34462	MIR3657
gene34461	NAA25
gene34463	TRAFD1
gene34465	MIR6861
MIR6861	MIR6861
gene34466	RN7SKP71
gene34467	RPL7AP60
gene34468	LOC100421482
gene34464	HECTD4
gene34469	RPL6
gene34470	PTPN11
MIR1302-1	MIR1302-1
gene34472	MIR1302-1
gene34471	RPH3A
gene34473	OAS1
gene34474	OAS3
gene34475	OAS2
gene34476	IMMP1LP2
gene34478	DTX1
gene34479	RASAL1
gene34482	MIR7106
MIR7106	MIR7106
gene34480	CFAP73
gene34481	DDX54
gene34483	RITA1
gene34484	IQCD
gene34486	MIR6762
MIR6762	MIR6762
gene34487	LOC107984436
gene34485	TPCN1
gene34488	SLC8B1
gene34489	LOC105369989
gene34490	PLBD2
gene34491	SDS
gene34492	SDSL
gene34493	LHX5
gene34494	LHX5-AS1
gene34495	LOC105369990
gene34496	LOC105369991
gene34497	LINC01234
gene34498	DYNLL1P4
gene34499	RBM19
gene34501	LOC105369993
gene34502	LOC105369994
gene34503	LOC105369995
gene34506	LINC02459
gene34507	TBX5
gene34508	TBX5-AS1
gene34509	LOC105369998
gene34511	OSTF1P1
gene34512	TBX3
gene34513	LOC105370000
gene34514	LOC105369999
gene34515	LOC107984437
gene34516	LOC102723639
gene34518	UBA52P7
gene34519	LOC105370002
gene34517	LOC105370003
gene34521	LINC02463
MIR620	MIR620
gene34524	MIR620
gene34526	LOC107984438
gene34522	MED13L
gene34527	LOC105370005
MIR4472-2	MIR4472-2
gene34528	MIR4472-2
gene34529	LOC105370007
gene34530	LOC105370008
gene34531	LINC02457
gene34532	LINC00173
gene34533	MAP1LC3B2
gene34534	C12orf49
gene34536	RPL21P105
gene34535	RNFT2
gene34538	HRK
gene34541	LOC100506551
gene34540	FBXW8
gene34542	TESC
gene34544	LOC105370010
gene34543	TESC-AS1
gene34545	FBXO21
gene34547	ELOCP32
gene34546	NOS1
gene34549	LOC105370012
gene34550	LOC105370011
gene34548	KSR2
gene34551	RFC5
gene34552	WSB2
gene34553	VSIG10
gene34554	LOC101928274
gene34555	PEBP1
gene34557	RPS2P5
gene34556	TAOK3
gene34558	SUDS3
gene34559	LINC02460
gene34560	RPL17P37
gene34561	LINC02423
gene34562	LINC02440
gene34563	LOC105370017
gene34565	LINC02439
gene34564	LOC107984472
gene34567	LOC105370018
gene34568	LOC105370019
gene34569	LOC105370020
gene34571	RN7SL508P
gene34572	LOC105370022
gene34573	LOC105370021
gene34574	LOC112268101
gene34570	SRRM4
gene34575	LOC105370024
gene34577	LOC107984440
gene34576	HSPB8
gene34579	LOC105370026
gene34580	LOC105370025
gene34581	LINC00934
gene34582	CCDC60
gene34584	TMEM233
gene34583	LOC105370027
gene34586	PRKAB1
gene34588	MIR1178
MIR1178	MIR1178
gene34587	CIT
gene34589	LOC112268087
gene34591	BICDL1
gene34592	RAB35
MIR4498	MIR4498
gene34594	MIR4498
gene34593	GCN1
gene34595	RPLP0
gene34596	PXN-AS1
gene34597	PXN
gene34599	NME2P1
gene34601	RNU4-2
gene34602	RNU4-1
gene34600	SIRT4
gene34604	PLA2G1B
gene34605	MSI1
gene34606	RPS27P25
gene34607	COX6A1
gene34608	TRIAP1
gene34610	RPL31P52
gene34609	GATC
gene34611	SRSF9
gene34613	LOC107987181
gene34614	NRAV
gene34612	DYNLL1
gene34616	RPL29P24
gene34615	COQ5
gene34617	RNF10
gene34618	POP5
gene34619	RPL11P5
gene34620	LOC101928300
gene34621	CABP1
gene34622	LOC105370029
gene34623	MLEC
gene34625	MIR4700
MIR4700	MIR4700
gene34624	UNC119B
gene34626	ACADS
gene34628	ARF1P2
gene34627	SPPL3
gene34629	XLOC_009911
gene34630	CLIC1P1
gene34631	RPL12P33
gene34632	HNF1A-AS1
gene34633	HNF1A
gene34634	C12orf43
gene34635	OASL
gene34636	LOC105378258
gene34637	LOC105370031
gene34638	LOC105370030
gene34640	P2RX7
gene34639	LOC105370032
gene34641	P2RX4
gene34642	CAMKK2
gene34643	ANAPC5
gene34644	RNF34
gene34646	MIR7107
MIR7107	MIR7107
gene34645	KDM2B
gene34648	LOC105370033
gene34647	LOC101928346
gene34650	ORAI1
gene34651	MORN3
gene34652	LOC105370034
gene34653	TMEM120B
gene34655	LOC107984442
gene34654	RHOF
gene34656	LINC01089
gene34657	SETD1B
gene34659	LOC105370035
gene34658	HPD
gene34660	PSMD9
gene34662	WDR66
gene34663	BCL7A
gene34664	LOC100506691
gene34665	MLXIP
gene34667	IL31
gene34666	LRRC43
gene34668	B3GNT4
gene34669	DIABLO
gene34670	LOC101593348
gene34671	VPS33A
gene34674	RPL21P1
gene34675	CLIP1-AS1
gene34672	CLIP1
gene34676	ZCCHC8
gene34677	RSRC2
gene34678	KNTC1
gene34680	HCAR2
gene34679	LOC107984443
gene34681	HCAR3
gene34682	HCAR1
gene34683	DENR
gene34684	CCDC62
gene34685	HIP1R
gene34686	VPS37B
gene34687	ABCB9
gene34688	OGFOD2
gene34689	ARL6IP4
MIR4304	MIR4304
gene34691	MIR4304
gene34692	PITPNM2-AS1
gene34690	PITPNM2
gene34693	MPHOSPH9
gene34694	C12orf65
gene34695	CDK2AP1
MIR8072	MIR8072
gene34699	MIR8072
gene34697	SBNO1
gene34698	LOC112268105
gene34700	KMT5A
gene34701	RILPL2
gene34702	SNRNP35
gene34703	RILPL1
MIR3908	MIR3908
gene34704	MIR3908
gene34705	LOC101927415
gene34706	TMED2
gene34709	SNORA9B
gene34708	LOC105370041
gene34707	DDX55
gene34710	EIF2B1
gene34711	GTF2H3
gene34712	TCTN2
gene34715	RPL27P12
gene34714	LOC105370042
gene34713	ATP6V0A2
gene34717	LOC105370044
gene34716	DNAH10
gene34718	CCDC92
gene34720	ZNF664
gene34722	LOC105370045
gene34721	RFLNA
gene34719	ZNF664-RFLNA
gene34724	MIR6880
MIR6880	MIR6880
gene34725	LOC105370047
gene34723	NCOR2
gene34726	LOC101927436
gene34727	SCARB1
gene34729	LOC107984444
gene34728	LOC105370050
gene34730	LOC105370051
gene34732	UBC
MIR5188	MIR5188
gene34733	MIR5188
gene34734	TRA-TGC3-2
gene34735	TRD-GTC2-9
gene34736	TRF-GAA1-4
gene34738	TRD-GTC2-10
gene34739	TRA-TGC4-1
gene34740	DHX37
gene34742	THRIL
gene34741	BRI3BP
gene34744	LOC105370052
gene34745	AACS
gene34746	LOC105370053
gene34748	LOC105370054
gene34749	LOC107984445
gene34747	TMEM132B
gene34750	LOC105370055
gene34752	LINC00939
gene34754	LOC105370058
gene34755	LOC105370056
gene34753	LOC105370057
gene34756	LINC02359
gene34757	LOC107984447
gene34758	LINC02467
gene34760	LOC105379613
gene34761	LOC101927531
gene34762	LOC107984448
gene34764	LINC02350
gene34763	LOC283435
gene34765	LINC02347
gene34767	PGBD3P3
gene34768	LOC100421201
gene34769	NDUFA5P6
gene34770	LOC100996671
gene34771	LOC105370060
gene34773	LINC00943
gene34772	LINC00944
gene34775	LINC02372
gene34776	LOC105370061
gene34777	HSPE1P20
gene34779	LOC105370063
gene34778	LINC02405
gene34781	LOC107984450
gene34780	LOC107984449
gene34782	LOC105370062
gene34783	LOC105370064
gene34784	LINC02376
gene34785	LOC100420116
gene34787	LINC02375
gene34788	LOC105370066
gene34789	LOC105370067
gene34791	LINC02411
gene34792	LOC105370068
gene34793	LOC105370069
gene34795	LINC02393
gene34797	LINC00507
gene34796	LINC00508
gene34798	LINC02441
gene34799	LOC105370071
gene34800	LINC02369
gene34801	LINC02368
MIR4419B	MIR4419B
gene34802	MIR4419B
gene34803	LOC107987176
MIR3612	MIR3612
gene34805	MIR3612
gene34804	TMEM132C
gene34806	SLC15A4
gene34807	LOC100128276
gene34809	AK3P6
gene34808	GLT1D1
gene34811	NLRP9P1
gene34810	LOC105370073
gene34813	TMEM132D-AS1
gene34814	TMEM132D-AS2
gene34816	LOC105370074
gene34812	TMEM132D
gene34817	LOC105370076
gene34818	LINC02418
gene34819	LOC105370077
gene34820	LINC02419
gene34821	FZD10-AS1
gene34822	FZD10
gene34824	LOC107984480
gene34825	LOC101927786
gene34826	PIWIL1
gene34828	LOC105370079
gene34827	RIMBP2
gene34829	LOC105370080
gene34830	LOC107984451
gene34831	STX2
gene34832	RNU6-1077P
gene34833	RAN
gene34835	ADGRD1-AS1
gene34836	LOC107984452
gene34834	ADGRD1
gene34837	LINC01257
gene34838	LOC105370082
gene34839	LOC107987177
gene34841	LOC100128002
gene34842	LINC02415
gene34844	RNA5SP376
gene34843	LOC105370083
gene34845	LINC02370
gene34846	LOC101929974
gene34847	LOC105370084
gene34848	LINC02414
gene34850	RNA5SP377
gene34849	LOC105370086
gene34851	LOC100996701
gene34852	RPS6P21
gene34853	LOC105370087
gene34854	SFSWAP
gene34857	LOC105370088
gene34858	MMP17
gene34859	ULK1
gene34860	LOC107984455
gene34861	PUS1
gene34863	SNORA49
gene34862	EP400
gene34864	EP400P1
gene34865	LOC107987169
gene34866	DDX51
gene34867	NOC4L
gene34868	LOC105370090
gene34870	LINC02361
gene34869	LOC107984456
gene34872	LOC105370091
gene34873	LOC100130238
gene34871	GALNT9
gene34874	LOC101928416
gene34875	LOC105370092
gene34876	LOC112268102
gene34877	MUC8
gene34879	MIR6763
MIR6763	MIR6763
gene34878	FBRSL1
gene34880	LOC105370094
gene34881	LRCOL1
gene34882	P2RX2
gene34883	POLE
gene34884	PXMP2
gene34885	PGAM5
gene34888	LOC100419935
gene34887	ANKLE2
gene34890	RPS11P5
gene34889	GOLGA3
gene34892	CHFR
gene34893	LOC101928530
gene34894	LOC647503
gene34895	ZNF605
gene34899	LOC107984457
gene34897	ZNF26
gene34901	PTP4A1P2
gene34900	LOC101928597
gene34902	ZNF84
gene34903	ZNF140
gene34904	ZNF891
gene34906	ZNF10
gene34907	ZNF268
gene34908	ANHX
gene34910	LOC107987186
gene34913	EIF3FP2
gene34912	FAM230C
gene34914	LOC101060145
gene34915	GGT4P
gene34916	SETD8P1
gene34917	LOC105379278
gene34918	LOC102724148
gene34921	LONRF2P2
gene34922	FEM1AP4
gene34923	TERF1P5
gene34924	FAM207BP
gene34925	BCYRN1P3
gene34927	CNN2P12
gene34929	LINC00417
gene34934	RHOT1P3
gene34933	ANKRD20A9P
gene34937	SNX19P2
gene34938	LINC00408
gene34939	PHF2P2
gene34940	LINC00442
gene34942	GTF2IP3
gene34944	LOC107984132
gene34946	CENPIP1
gene34948	SMPD4P2
gene34949	TUBA3C
gene34950	LOC101928697
gene34951	PSPC1P1
gene34953	MRPL3P1
gene34952	ANKRD26P3
gene34954	LINC00421
gene34955	PARP4P2
gene34962	ESRRAP1
gene34958	TPTE2
gene34961	CASC4P1
gene34963	LINC00350
gene34964	MPHOSPH8
gene34966	RN7SL166P
gene34965	PSPC1
gene34968	ZMYM5
gene34970	KRR1P1
gene34969	ZMYM2
gene34971	LINC01072
gene34972	LOC105370101
gene34973	GJA3
gene34974	LOC107984553
gene34976	GJB2
gene34977	GJB6
gene34978	LOC105370102
MIR4499	MIR4499
gene34980	MIR4499
gene34979	CRYL1
gene34981	LOC105370103
gene34983	SLC35E1P1
gene34982	IFT88
gene34985	IL17D
gene34987	RANP8
gene34986	EEF1AKMT1
gene34988	XPO4
gene34990	LINC00367
gene34991	HNRNPA1P30
gene34993	RPSAP54
gene34994	LATS2
gene34996	LOC105370104
gene34997	RPS12P23
gene34998	IPPKP1
gene34999	SAP18
gene35000	SKA3
gene35001	MRPL57
gene35002	LINC01046
gene35004	ESRRAP2
gene35003	LOC105370105
gene35005	LOC101928764
gene35008	GRK6P1
gene35007	LINC00539
gene35006	MIPEPP3
gene35011	ZDHHC20
gene35014	FNTAP2
gene35013	MICU2
gene35016	LOC107984582
gene35017	RPS7P10
gene35018	FGF9
gene35020	LINC00424
gene35021	LOC105370108
gene35024	LINC00540
gene35025	LOC107984599
gene35026	FTH1P7
gene35027	DDX39AP1
gene35028	RPL7AP73
gene35030	RFESDP1
gene35033	BASP1P1
gene35032	LOC105370109
gene35031	LINC00621
gene35034	NUS1P2
gene35035	LOC105370111
gene35036	LOC105370112
gene35037	HMGA1P6
gene35038	RNY3P4
gene35041	TATDN2P3
gene35043	LOC107984585
gene35039	SGCG
gene35046	SACS-AS1
gene35044	SACS
gene35047	LINC00327
gene35048	TNFRSF19
gene35049	LOC105370114
gene35050	LOC105370113
gene35051	MIPEP
gene35053	PCOTH
gene35054	C1QTNF9B
gene35055	ANKRD20A19P
gene35056	LOC105370115
gene35059	MIR2276
MIR2276	MIR2276
gene35060	SPATA13-AS1
gene35057	SPATA13
gene35062	PCOTHP1
gene35061	C1QTNF9
gene35063	LOC101060086
gene35065	NUS1P3
gene35066	LINC00566
gene35068	PARP4
gene35069	LOC105370117
gene35070	LOC105370295
gene35071	LOC101927375
gene35073	TPTE2P6
gene35074	LOC107984610
gene35075	ATP12A
gene35078	LOC105370118
gene35083	LOC112268115
gene35081	RNF17
gene35084	CENPJ
gene35085	LOC107987187
gene35087	SLC25A15P3
gene35086	TPTE2P1
gene35088	RPL34P27
gene35091	LOC105370119
gene35093	PABPC3
gene35092	LOC105370120
gene35094	AMER2
gene35095	LINC00463
gene35096	LINC01053
gene35098	LOC105370121
gene35099	MTMR6
gene35100	NUP58
gene35101	ELOBP1
gene35106	LOC105370122
gene35102	ATP8A2
gene35107	SHISA2
gene35108	LINC00415
gene35110	PRUNEP1
gene35111	RNF6
gene35112	THAP12P6
gene35113	CDK8
gene35115	RPS3AP44
gene35114	WASF3
gene35116	LOC107984597
gene35117	GPR12
gene35121	LOC105370124
gene35124	USP12-AS1
gene35122	USP12
gene35125	USP12-AS2
gene35126	LINC02340
gene35127	LINC00412
gene35129	SNORD102
gene35130	SNORA27
gene35128	RPL21
gene35131	RASL11A
gene35133	LOC105370126
gene35135	GTF3A
gene35136	MTIF3
gene35138	LNX2
gene35139	POLR1D
gene35140	LOC105370128
gene35141	NPM1P4
gene35142	LOC105370129
gene35143	GSX1
gene35146	LOC105370130
gene35144	PLUT
gene35147	PDX1
gene35148	ATP5F1EP2
gene35149	LINC00543
gene35150	CDX2
gene35151	URAD
gene35152	LOC105370132
gene35154	FLT3
gene35156	CHCHD2P8
gene35158	PAN3-AS1
gene35159	EEF1A1P3
gene35157	PAN3
gene35161	FLT1
gene35162	LOC105370135
gene35163	EIF4A1P7
gene35164	POMP
gene35165	SLC46A3
gene35167	CYP51A1P2
